Timestamp,1. How often do you shop online?  ,2. What is your age group?  ,"3. Which platform do you prefer for buying electronics (e.g., phones, laptops, gadgets)?  ",4. Where do you usually shop for fashion and apparel?,5.  Which platform do you prefer for beauty and skincare products?  ,6. Where do you typically buy groceries and household essentials?  ,7. What is the most important factor for you when choosing a platform to shop from?  ,8. Do you trust the product reviews and ratings on these platforms?  ,9. Which platform’s return and refund policy do you find the best?  
22/10/2024 21:03:33,Daily,18-24,Flipkart,Myntra,Nykaa,Blinkit,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 21:03:57,weekly,18-24,Amazon,Amazon,Amazon,None / I don’t buy fashion items online,Platform Trust and Security,"Yes, completely trust them",Amazon
22/10/2024 21:04:06,weekly,35-44,Flipkart,Ajio,Nykaa,Blinkit,Product Quality,Somewhat trust them,Flipkart
22/10/2024 21:04:10,weekly,18-24,Flipkart,Flipkart,Nykaa,Blinkit,Product Quality,"Yes, completely trust them",Amazon
22/10/2024 21:04:22,Daily,Under 18,Flipkart,Flipkart,Myntra,Zepto,Price and Discounts,Somewhat trust them,Myntra
22/10/2024 21:04:37,Occasionally (once every few months),35-44,Reliance Digital,Amazon,Myntra,Blinkit,Return/Refund Policy,Neutral,Ajio
22/10/2024 21:04:41,Daily,35-44,None / I don’t buy electronics online,Amazon,Nykaa,Blinkit,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 21:05:47,Monthly,35-44,None / I don’t buy electronics online,Amazon,Myntra,Zepto,Product Quality,Somewhat trust them,Nykaa
22/10/2024 21:05:52,Monthly,35-44,Croma,Ajio,Flipkart,Zepto,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 21:05:59,Monthly,35-44,Reliance Digital,H&M,Purplle,Flipkart Supermart,Platform Trust and Security,Somewhat don’t trust them,Amazon
22/10/2024 21:06:12,Daily,18-24,Flipkart,Flipkart,Myntra,Blinkit,Product Quality,Neutral,Myntra
22/10/2024 21:06:27,Daily,35-44,Croma,Zara,Purplle,Zepto,Return/Refund Policy,Neutral,Nykaa
22/10/2024 21:06:47,Monthly,25-34,None / I don’t buy electronics online,Flipkart,Flipkart,Zepto,Availability of Offers and Coupons,Neutral,Myntra
22/10/2024 21:07:01,weekly,Under 18,Flipkart,Ajio,Nykaa,Flipkart Supermart,Product Quality,Neutral,Ajio
22/10/2024 21:07:23,Rarely (once or twice a year),45-54,None / I don’t buy electronics online,Amazon,Purplle,None / I don’t buy fashion items online,Product Quality,Somewhat don’t trust them,Nykaa
22/10/2024 21:08:23,Daily,18-24,Croma,Amazon,Flipkart,Flipkart Supermart,Return/Refund Policy,Somewhat don’t trust them,Nykaa
22/10/2024 21:08:36,Occasionally (once every few months),25-34,Reliance Digital,Amazon,Amazon,Zepto,Product Quality,"Yes, completely trust them",Ajio
22/10/2024 21:25:32,weekly,18-24,Amazon,H&M,Nykaa,JioMart,Product Quality,Somewhat trust them,Nykaa
22/10/2024 22:13:34,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 22:14:01,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 22:14:51,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 22:48:58,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
22/10/2024 22:51:16,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 22:51:48,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 22:52:11,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Platform Trust and Security,"Yes, completely trust them",Myntra
22/10/2024 22:57:00,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 22:59:47,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:04:26,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:07:11,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:07:58,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
22/10/2024 23:09:16,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:09:45,weekly,18-24,Flipkart,H&M,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:15:43,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:16:07,weekly,18-24,Flipkart,Myntra,Myntra,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
22/10/2024 23:21:12,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:30:52,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:44:41,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Nykaa
22/10/2024 23:44:55,weekly,18-24,Flipkart,Amazon,Myntra,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:45:14,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:47:10,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Nykaa
22/10/2024 23:54:18,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
22/10/2024 23:54:38,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Flipkart
22/10/2024 23:55:05,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:55:34,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
22/10/2024 23:55:55,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:56:16,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:56:41,weekly,18-24,Flipkart,Myntra,Myntra,Flipkart Supermart,Product Quality,Somewhat trust them,Amazon
22/10/2024 23:57:05,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Nykaa
22/10/2024 23:57:26,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Neutral,Myntra
22/10/2024 23:57:46,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Flipkart
22/10/2024 23:58:18,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
22/10/2024 23:58:40,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:59:00,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 23:59:19,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
22/10/2024 23:59:44,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Neutral,Myntra
23/10/2024 00:00:22,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
23/10/2024 00:00:42,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:01:02,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Neutral,Myntra
23/10/2024 00:01:33,weekly,18-24,Flipkart,Myntra,Nykaa,None / I don’t buy fashion items online,Platform Trust and Security,Somewhat don’t trust them,Myntra
23/10/2024 00:07:16,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:07:33,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:07:50,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Return/Refund Policy,Somewhat trust them,Flipkart
23/10/2024 00:08:08,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:08:28,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:08:49,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Nykaa
23/10/2024 00:09:10,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:09:34,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:09:53,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Flipkart
23/10/2024 00:10:16,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:37:30,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:37:46,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:37:59,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:38:22,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Flipkart
23/10/2024 00:38:38,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Price and Discounts,"Yes, completely trust them",Myntra
23/10/2024 00:38:55,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:39:11,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Return/Refund Policy,Somewhat trust them,Myntra
23/10/2024 00:39:26,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:39:47,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Flipkart
23/10/2024 00:40:05,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:40:26,weekly,18-24,Flipkart,Amazon,Myntra,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:50:24,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Flipkart
23/10/2024 00:50:40,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Neutral,Myntra
23/10/2024 00:50:57,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Neutral,Myntra
23/10/2024 00:51:15,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:51:32,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:51:55,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Neutral,Myntra
23/10/2024 00:52:21,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:52:42,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Neutral,Myntra
23/10/2024 00:53:00,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:53:18,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:53:36,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:53:54,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 00:54:13,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
23/10/2024 07:37:32,weekly,35-44,Flipkart,Flipkart,Flipkart,Zepto,Return/Refund Policy,"Yes, completely trust them",Amazon
23/10/2024 07:37:57,weekly,35-44,Croma,Myntra,Myntra,Zepto,Product Quality,Neutral,Myntra
23/10/2024 07:38:17,Daily,45-54,Croma,Amazon,Purplle,Flipkart Supermart,Product Quality,Neutral,Myntra
23/10/2024 07:38:43,Monthly,35-44,Reliance Digital,Ajio,Purplle,JioMart,Platform Trust and Security,Neutral,Amazon
23/10/2024 07:39:03,Daily,35-44,Amazon,Amazon,Amazon,Zepto,Return/Refund Policy,Somewhat don’t trust them,Nykaa
23/10/2024 07:39:23,Daily,35-44,Flipkart,Flipkart,Flipkart,Zepto,Return/Refund Policy,Neutral,Flipkart
23/10/2024 07:39:47,Daily,35-44,Flipkart,Myntra,Nykaa,Blinkit,Price and Discounts,"Yes, completely trust them",Amazon
23/10/2024 07:40:06,weekly,35-44,Reliance Digital,Flipkart,Amazon,JioMart,Return/Refund Policy,Neutral,Myntra
23/10/2024 07:40:29,weekly,35-44,Flipkart,Ajio,Myntra,Blinkit,Price and Discounts,Neutral,Flipkart
23/10/2024 07:40:51,weekly,35-44,Flipkart,Myntra,Nykaa,Blinkit,Product Quality,"Yes, completely trust them",Flipkart
23/10/2024 07:41:10,Daily,35-44,Reliance Digital,Ajio,Myntra,Blinkit,Price and Discounts,"Yes, completely trust them",Amazon
23/10/2024 07:42:46,Daily,35-44,Croma,Amazon,Amazon,Zepto,Return/Refund Policy,Neutral,Myntra
23/10/2024 08:22:55,Monthly,Under 18,Amazon,Amazon,Amazon,Amazon ,Platform Trust and Security,Neutral,Amazon
23/10/2024 08:51:52,Daily,35-44,Reliance Digital,Flipkart,Myntra,Zepto,Product Quality,Somewhat trust them,Amazon
23/10/2024 08:52:17,Daily,25-34,Flipkart,Ajio,Nykaa,Blinkit,Product Quality,Neutral,Amazon
23/10/2024 08:52:52,Daily,35-44,Amazon,Ajio,Myntra,Zepto,Product Quality,Neutral,Myntra
23/10/2024 08:53:12,weekly,25-34,Amazon,Myntra,Nykaa,Zepto,Return/Refund Policy,Neutral,Amazon
23/10/2024 08:53:35,Monthly,35-44,Flipkart,Flipkart,Flipkart,Zepto,Return/Refund Policy,Somewhat trust them,Myntra
23/10/2024 08:54:04,weekly,35-44,Amazon,Flipkart,Myntra,Zepto,Product Quality,Somewhat trust them,Flipkart
23/10/2024 08:54:24,weekly,25-34,Flipkart,Ajio,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Amazon
23/10/2024 08:54:48,Daily,35-44,Amazon,Amazon,Nykaa,Zepto,Product Quality,Neutral,Myntra
23/10/2024 08:55:10,Daily,25-34,Flipkart,Myntra,Nykaa,Zepto,Product Quality,"Yes, completely trust them",Amazon
23/10/2024 08:55:33,Daily,35-44,Flipkart,Myntra,Nykaa,Blinkit,Price and Discounts,"Yes, completely trust them",Amazon
23/10/2024 08:55:58,Daily,25-34,Flipkart,Myntra,Flipkart,Blinkit,Price and Discounts,"Yes, completely trust them",Amazon
23/10/2024 08:56:23,Daily,35-44,Amazon,Myntra,Myntra,JioMart,Product Quality,Somewhat trust them,Amazon
23/10/2024 08:56:45,weekly,25-34,Reliance Digital,Myntra,Nykaa,Zepto,Product Quality,Somewhat trust them,Flipkart
23/10/2024 08:57:15,weekly,35-44,Reliance Digital,Ajio,Myntra,Zepto,Product Quality,Neutral,Myntra
23/10/2024 08:57:37,Daily,45-54,Croma,Amazon,Nykaa,Blinkit,Price and Discounts,Neutral,Myntra
23/10/2024 08:58:10,weekly,45-54,Reliance Digital,Flipkart,Myntra,Flipkart Supermart,Product Variety,Neutral,Amazon
23/10/2024 08:58:47,weekly,25-34,Amazon,Amazon,Flipkart,JioMart,Price and Discounts,"Yes, completely trust them",Flipkart
23/10/2024 08:59:14,weekly,45-54,Amazon,Myntra,Nykaa,Blinkit,Price and Discounts,"Yes, completely trust them",Amazon
23/10/2024 08:59:41,Daily,25-34,Flipkart,Myntra,Myntra,Blinkit,Price and Discounts,Neutral,Amazon
23/10/2024 09:00:08,Daily,25-34,Amazon,Myntra,Nykaa,Zepto,Product Quality,Somewhat trust them,Flipkart
23/10/2024 09:00:33,weekly,35-44,Flipkart,Ajio,Myntra,Flipkart Supermart,Product Quality,Neutral,Flipkart
